"","Arena","Arcilla","Limo","pH","MO","Al","B","Ca","CICE","Cu","Fe","K","Mg","Mn","P","S","Zn"
"1010",0.1,0.46,0.44,5,2.5,0.5,0.4,14.8,21.6,4,70,0.46,5.8,10,14,27,2
"1011",0.16,0.44,0.4,5.6,1.9,0,0.5,14.6,21.4,4,48,0.62,6.2,6,17,5,1
"1012",0.24,0.42,0.34,5.1,2.1,0.4,0.4,13.9,21.6,4,49,0.71,6.6,11,16,28,1
"1013",0.16,0.44,0.4,5.2,2.3,0.5,0.4,12.1,18.3,4,71,0.55,5.1,13,15,6,1
"1014",0.14,0.5,0.36,5.9,2.3,0,0.3,14.2,20.7,3,51,0.46,6,9,35,4,1
"1015",0.2,0.44,0.36,5.8,1.9,0,0.4,14,20.6,3,27,0.53,6.1,9,11,5,1
"1016",0.12,0.6,0.28,5.2,1.8,0.4,0.3,12.3,18.4,3,59,0.6,5.1,10,17,7,1
"1017",0.4,0.22,0.38,5.5,2,0,0.3,14.3,20.8,3,48,0.54,6,10,14,5,1
"1018",0.58,0.2,0.22,5.4,2.2,0.2,0.4,5.8,20.4,3,57,0.69,5.8,10,17,8,2
"1019",0.44,0.42,0.14,5.4,1.8,0.3,0.3,11.5,17.5,3,59,0.64,5.1,11,22,2,2
"1020",0.52,0.28,0.2,5.9,2.2,0,0.4,13,19.3,3,59,0.82,5.5,7,15,6,1
"1021",0.34,0.24,0.42,5.7,2.1,0,0.4,13.4,18.7,3,58,0.66,5.6,6,16,5,1
"1022",0.28,0.34,0.38,5.6,2.1,0,0.4,13.2,19.7,3,63,0.74,5.8,9,13,4,1
"1023",0.16,0.32,0.52,5.7,1.8,0,0.5,13.4,20.6,3,51,0.49,6.7,5,11,1.9,1
"1024",0.4,0.28,0.32,6.6,2,0,0.5,12,16.8,3,41,1.23,3.6,2,88,3,2
"1025",0.36,0.22,0.42,6.4,1.4,0,0.3,9.3,13,3,80,1.2,2.5,3,98,2,3
"1026",0.44,0.26,0.3,6.6,1.1,0,0.7,11.5,15.3,3,48,0.51,3.3,4,33,2,1
"1027",0.36,0.24,0.4,6.8,1.2,0,0.5,11.9,16.3,3,39,0.75,3.6,4,26,2,1
"1028",0.38,0.28,0.34,6.1,1.5,0,0.3,10.9,16.4,4,85,1.69,3.8,2,45,4,2
"1029",0.26,0.32,0.42,6.4,2.3,0,0.4,13.7,20.4,3,61,2.07,4.6,2,52,4,4
"1030",0.36,0.32,0.32,5.9,2.1,0,0.4,13.4,19.6,3,86,1.46,4.7,3,46,7,2
"1031",0.2,0.34,0.46,6.1,1.5,0,0.3,11.5,16,3,54,1.05,3.4,2,39,2,2
"1032",0.06,0.46,0.48,5.6,1.6,0,0.7,11.2,16,3,69,1.27,3.5,3,42,8,2
"1033",0.26,0.36,0.38,5.9,1.5,0,0.3,12.3,17.1,3,46,0.73,4.1,3,31,3,2
"1034",0.16,0.42,0.42,6.5,1.8,0,0.4,13.8,18.5,3,44,9,3.8,2,36,2,3
"1035",0.2,0.4,0.4,6,1.7,0,0.3,12.5,17.4,3,55,0.92,4,3,32,2,2
"1036",0.2,0.42,0.38,6.4,2.2,0,0.4,15.3,20.7,4,62,0.81,4.6,4,33,3,3
"1037",0.26,0.4,0.34,6.5,1.9,0,0.5,14.5,20.2,3,42,1.08,4.6,2,38,3,2
"1038",0.3,0.3,0.4,6.2,2.4,0,0.6,13.9,20.6,3,67,2.1,4.6,3,99,5,3
"1039",0.28,0.34,0.38,5.7,2.4,0,0.6,14.9,21.4,3,71,1.45,5,2,46,3,2
"1040",0.34,0.28,0.38,6.2,2.6,0,0.7,15.8,22.4,2,46,1.92,4.7,1,46,3,2
"1041",0.44,0.28,0.28,5.6,2.2,0,0.5,14.6,21.2,3,78,1.73,4.9,2,69,6,2
"1042",0.34,0.24,0.42,6.2,2.5,0,0.6,14,21.6,3,67,3.02,4.6,1,92,3,4
"1043",0.4,0.28,0.32,5.4,1.8,0.5,0.5,12.9,19,3,79,0.95,4.6,2,33,6,3
"1044",0.44,0.22,0.34,6.5,2,0,0.5,15.4,21.1,2,29,1.2,4.5,1,42,2,2
"1045",0.46,0.24,0.3,5.6,1.6,0,0.6,12.6,17.8,5,44,0.69,4.5,5,42,4,2
"1046",0.52,0.24,0.24,5.6,1.6,0,0.5,11.4,16.1,4,38,0.58,4.1,5,38,3,3
"1047",0.36,0.3,0.34,5.5,1.8,0,1.5,11,15.8,4,41,0.55,4.2,5,33,2,2
"1048",0.3,0.34,0.36,6.4,2,0,0.6,12.1,16.8,4,29,0.5,4.2,3,49,1.9,3
"1049",0.2,0.4,0.4,6.3,2,0,0.5,11.9,16.1,4,33,0.72,3.5,3,47,1.5,2
"1050",0.22,0.4,0.38,5.3,1.2,0.5,0.4,8.9,13.8,2,70,1.03,3.4,6,40,1.9,3
"1051",0.2,0.36,0.44,5.6,1.4,0,0.4,13.6,19,3,44,0.6,4.8,4,46,4,2
"1052",0.28,0.36,0.36,5.2,1,0.7,0.3,10.1,16,3,47,0.69,4.5,6,12,3,2
"1053",0.36,0.28,0.36,6.7,2.1,0,0.6,14.7,21,3,62,0.77,21,5,22,5,3
"1054",0.54,0.22,0.24,5.2,2,0.4,0.5,14.1,20.1,4,71,0.61,5,6,22,3,3
"1055",0.18,0.36,0.46,5.2,1.6,0.5,0.4,14.1,20,3,61,0.62,4.8,7,10,3,2
"1056",0.14,0.4,0.46,5.2,1.8,0.6,0.5,14,20.2,3,56,0.38,5.2,6,8,2,2
"1057",0.14,0.48,0.38,6.3,1.8,0.3,0.6,12.8,18.1,3,54,0.63,4.4,5,36,3,4
"1058",0.28,0.28,0.44,6,1.5,0,0.4,11,14.6,2,34,0.56,3,3,38,3,2
"1059",0.08,0.56,0.36,5.7,1.6,0,0.2,11.9,17.9,3,46,0.96,5,7,20,4,2
"1060",0.18,0.4,0.42,6.4,3.4,0,0.6,18.1,25.4,4,54,1.11,6.2,7,48,3,7
"1061",0.24,0.36,0.4,5.3,1.9,0.5,0.4,13,19.8,5,65,0.72,5.6,11,32,5,8
"1062",0.28,0.28,0.44,4.9,3,1,0.6,12.7,20.3,6,110,1.13,5.5,4,43,8,5
"1063",0.14,0.46,0.4,5.6,2.3,0,0.4,13.5,20.2,3,37,0.61,6.1,12,14,4,2
"1064",0.22,0.4,0.38,5,2.6,1.1,0.4,10.5,17.2,4,117,0.72,4.9,15,28,4,4
"1065",0.1,0.46,0.44,5.3,1.8,0.6,0.4,11.4,17.8,3,55,0.56,5.2,10,12,6,3
"1066",0.38,0.28,0.34,5.3,1.7,0.6,0.4,9.8,15.1,3,65,0.37,4.3,12,17,2,3
"1067",0.28,0.28,0.44,5.1,2.5,0.9,0.7,12.2,19.3,4,73,1,5.2,11,16,4,3
"1068",0.26,0.38,0.36,5.3,2.4,0.6,0.5,11.2,17.3,3,95,0.68,4.8,10,30,5,3
"1069",0.2,0.44,0.36,5,2.1,1.3,0.5,11.3,18.4,5,90,0.64,5.2,10,20,4,5
"1070",0.2,0.4,0.4,5.3,2.1,0.5,0.5,9.5,14.6,3,64,0.4,4.2,11,20,3,3
"1071",0.16,0.48,0.36,5.5,2.2,0,0.5,10.7,15.8,4,90,0.67,4.4,15,15,5,3
"1072",0.14,0.46,0.4,5.2,2,0.7,0.5,11.3,17.5,3,80,0.82,4.7,12,18,6,3
"1073",0.24,0.4,0.36,5.3,2.1,0.6,0.5,14.1,20.4,3,54,0.74,5,12,15,3,2
"1074",0.2,0.4,0.4,5.3,2.4,0.6,0.6,13.3,19.3,3,68,0.64,4.8,6,13,5,3
"1075",0.14,0.44,0.42,6.1,2.8,0,0.6,15.3,22,2,37,1.05,5.6,6,23,5,3
"1076",0.14,0.44,0.42,5.4,2.3,0.4,0.6,12.1,19.7,3,37,1.3,5.9,10,13,5,4
"1077",0.24,0.44,0.32,4.9,1.6,1.6,0.4,7.9,14.2,3,62,0.59,4.1,12,15,6,3
"1078",0.24,0.48,0.28,4.8,1.3,2.1,0.3,9.1,16.7,3,47,0.57,4.9,14,7,7,3
"1079",0.18,0.46,0.36,4.9,2,1.4,0.4,11.7,19.4,4,79,0.62,5.7,13,11,5,3
"1080",0.2,0.42,0.38,5,1.7,0.7,0.4,11.7,18.3,4,57,36,5,12,43,13,3
"1081",0.22,0.4,0.38,5,1.8,1.3,0.4,10.4,17.7,3,67,0.77,5.2,11,13,5,3
"1082",0.2,0.46,0.34,5.2,1.4,1,0.4,10.3,18.3,4,57,0.65,6.3,11,19,6,2
"1083",0.18,0.46,0.36,5.3,0.89,0.6,0.4,10,18.2,3,36,0.45,7.1,9,6,7,2
"1084",0.14,0.48,0.38,5.3,1.4,0.5,0.5,10.3,18.2,3,34,0.72,6.7,9,11,5,2
"1085",0.18,0.42,0.4,5.3,1.2,0.4,0.5,9,16.7,3,51,0.52,6.8,10,11,6,4
"1086",0.18,0.36,0.46,5.2,1.6,0.6,0.4,10.4,18,3,49,0.58,4,8,10,5,3
"1087",0.2,0.3,0.5,5.1,1.4,1.2,0.5,9,17.8,4,54,0.48,7.1,13,10,5,3
"1088",0.22,0.4,0.38,5.1,1.6,0.8,0.5,12.5,22.6,4,61,0.67,8.6,12,18,6,3
"1089",0.18,0.32,0.5,5.5,1.3,0,0.4,11.5,20.4,3,38,0.55,8.3,10,9,6,2
"1090",0.24,0.4,0.36,6.8,2.8,0,0.6,20.1,25.7,4,36,0.64,5,3,26,5,1
"1091",0.22,0.4,0.38,6.6,2.9,0,0.6,20.8,27.6,4,38,0.56,6.2,3,27,3,1
"1092",0.18,0.38,0.44,6.6,2.5,0,0.4,21,27.3,5,57,0.66,5.6,3,24,2,1
"1093",0.24,0.54,0.22,6.5,2.8,0,0.6,19.8,25.4,4,66,0.52,5.1,3,29,9,1
"1094",0.16,0.58,0.26,6.3,2.6,0,0.4,19.4,25,6,6,0.49,5.1,4,5,5,1
"1095",0.1,0.68,0.22,6.5,3.4,0,0.8,22.7,28.9,5,70,0.52,5.7,4,22,7,1
"1096",0.2,0.62,0.18,5.4,5.2,0.2,0.8,21.4,28.9,8,170,0.63,6.7,10,14,17,1
"1097",0.04,0.68,0.28,4.7,8.5,0.7,1.2,19.7,28.3,12,279,0.52,7.4,15,9,53,2
"1098",0.1,0.72,0.18,5.8,3,0,0.4,19,28.5,5,67,1.09,8.4,6,20,5,5
"1099",0.06,0.68,0.26,6.2,2.3,0,0.6,2.4,31.3,4,33,0.64,9.3,4,20,3,2
"1100",0.12,0.68,0.2,5.8,2.5,0,0.7,20.8,30.5,6,56,0.69,9,5,18,5,2
"1101",0.16,0.58,0.26,5.6,3,0,0.5,17.5,26.1,6,62,0.63,8,5,17,5,1
"1102",0.14,0.68,0.18,5.8,2.4,0,0.5,19.6,29,6,47,0.85,8.5,6,23,5,1
"1103",0.06,0.68,0.26,5.8,3,0,0.5,19.9,29,8,78,0.9,8.2,7,19,6,2
"1104",0.12,0.68,0.2,5.4,3.2,0.3,0.6,20.5,27.9,8,102,0.75,8.8,7,18,11,2
"1105",0.24,0.32,0.44,5.9,3.2,0,1,20.5,29.4,6,60,0.75,8.1,5,22,8,2
"1106",0.24,0.4,0.36,6,2.9,0,0.6,20.4,30,6,57,0.82,8.8,3,16,6,1
"1107",0.16,0.36,0.48,6,2.5,0,0.5,19.3,28.7,5,36,0.75,8.6,3,15,2,1
"1108",0.26,0.36,0.38,6.3,2.8,0,0.5,19,27.9,5,35,0.83,8.1,3,19,1.9,2
"1109",0.32,0.28,0.4,5.5,4,0,1.9,20.2,29.9,7,78,0.76,8.4,5,18,10,2
"1110",0.26,0.32,0.42,5.7,1.4,0,0.3,12.4,16.7,3,54,0.43,3.9,3,20,5,1
"1111",0.18,0.38,0.44,5.4,1.8,0.4,0.3,10.1,14.8,3,76,0.75,3.5,6,16,14,1
"1112",0.22,0.36,0.42,5.3,1.7,0.4,0.4,10.5,14.8,3,83,0.61,3.4,6,15,3,2
"1113",0.14,0.38,0.48,5.5,1.9,0,0.4,11.3,15.7,3,67,0.8,3.6,4,28,4,1
"1114",0.16,0.42,0.42,5.6,1.6,0,0.4,9.7,13.9,3,81,0.74,3.5,5,49,4,2
"1115",0.16,0.36,0.48,5.6,1.6,0,0.3,10.7,15.1,3,62,0.69,3.7,3,16,8,1
"1116",0.16,0.24,0.6,5.7,2.5,0,1.3,13,18,3,74,0.84,4.2,4,25,4,2
"1117",0.08,0.3,0.62,6.5,2.2,0,0.4,14.1,19.3,3,44,0.61,4.6,3,28,4,1
"1118",0.28,0.32,0.4,5.2,2.2,0.5,0.5,11.1,17.5,3,115,1.24,4.7,5,36,5,4
"1119",0.26,0.32,0.42,5.3,2,0.3,0.3,12.5,18,4,73,0.75,4.4,4,25,3,2
"1120",0.2,0.38,0.42,5.6,1.6,0,0.3,10.9,15.2,3,50,0.45,3.8,3,26,5,1
"1121",0.2,0.36,0.44,5.7,0.93,0,0.4,8.9,12,3,68,0.43,2.7,3,32,8,1
"1122",0.32,0.32,0.36,5.6,1.3,0,0.4,11.1,15.7,3,86,0.5,4.1,4,29,3,2
"1123",0.12,0.34,0.54,5.3,1.6,0.5,0.4,11.7,17.6,3,58,0.59,4.8,4,27,4,1
"1124",0.2,0.42,0.38,5.7,1.6,0,0.5,11.1,15.4,3,54,0.47,3.8,3,27,3,2
"1125",0.14,0.36,0.5,5.8,1.3,0,0.3,10.8,14.6,3,50,0.34,3.5,4,18,7,1
"1126",0.34,0.32,0.34,4.7,2.1,3.1,0.7,10.1,18.6,5,113,1.63,3.8,6,41,7,3
"1127",0.38,0.22,0.4,5.9,4.2,0,1,16.5,23.3,4,36,1.66,5.1,3,50,7,3
"1128",0.4,0.28,0.32,6.2,2.6,0,0.9,15.2,20.5,4,30,0.69,4.6,2,45,6,2
"1129",0.4,0.28,0.32,5.6,1.9,0,0.7,11.2,16.2,3,43,1.55,3.4,2,39,3,2
"1130",0.32,0.3,0.38,6.3,2.1,0,1,12,17.5,3,25,1.43,4.1,2,43,7,4
"1131",0.2,0.3,0.5,5.8,1.5,0,0.5,11.5,15.3,4,30,0.71,3.1,3,28,4,1
"1132",0.32,0.38,0.3,5.5,2,0,0.4,12.6,17.1,3,37,0.89,3.6,3,31,1.6,1
"1133",0.08,0.4,0.52,5.5,1.5,0,0.3,9.7,12.9,3,24,0.49,2.7,3,25,3,1
"1134",0.2,0.42,0.38,5.8,2.2,0,0.5,13.9,17.9,3,30,0.76,3.2,2,60,2.3,2
"1135",0.28,0.28,0.44,5.2,1.8,0.7,0.4,8.2,12.1,3,31,0.75,2.4,3,25,3,1
"1136",0.26,0.34,0.4,5.4,1.3,0.6,0.2,13.4,18.6,3,20,0.57,4,1,20,4,1
"1137",0.4,0.22,0.38,5.3,1.5,0.4,0.3,14.1,18.9,3,24,0.54,3.9,1,22,1.6,1
"1138",0.44,0.24,0.32,5.7,1.2,0,0.3,14,18.4,2,22,0.58,3.8,1,21,3,1
"1139",0.4,0.2,0.4,5.4,1.2,0.2,0.3,13.9,18.7,2,20,0.69,3.9,1,13,1.9,1
"1140",0.2,0.32,0.48,6,0.94,0,0.2,11.9,15.8,2,18,0.45,3.4,1,21,1.8,1
"1141",0.16,0.46,0.38,5.6,0.7,0,0.2,10.6,14.5,3,25,0.45,3.4,1,27,4,1
"1142",0.32,0.34,0.34,5,1.5,1.5,0.2,8.3,13.4,3,101,0.82,2.8,3,42,5,2
"1143",0.2,0.44,0.36,4.9,2.2,1.2,0.3,11.5,17.3,5,86,1.03,3.6,4,41,3,3
"1144",0.16,0.5,0.34,5.2,2.2,0.5,0.3,12.3,17.6,3,39,1.68,3.1,2,44,1.3,2
"1145",0.16,0.36,0.48,5.4,2.1,0.4,0.4,13.6,18.8,3,39,1.32,3.5,3,42,1.7,2
"1146",0.32,0.32,0.36,5.2,2.7,0.6,0.5,15.4,22.5,3,37,1.8,4.7,2,31,3,2
"1147",0.34,0.28,0.38,5.2,1.3,0.9,0.3,12.7,19.4,3,32,1.1,4.7,3,23,1.5,1
"1148",0.1,0.58,0.32,5.3,1.9,0.5,0.3,14.7,21.1,3,26,0.86,5,2,30,3,2
"1149",0,0,0,5.6,1.4,0,0.2,13,17.5,2,18,0.5,4,2,24,2,1
"1150",0,0,0,5.5,1.3,0,0.3,13,17,2,18,0.5,3.5,2,29,3,1
"1151",0,0,0,5.9,1.6,0,0.4,14.4,18.8,2,22,0.82,3.6,2,34,1.4,1
"1152",0,0,0,6.2,2.5,0,0.4,16.3,23.4,1,60,0.88,6.2,3,30,1.9,1
"1153",0,0,0,5.8,2.5,0,0.5,14.8,21.1,3,49,0.83,5.5,1,42,5.5,1
"1154",0,0,0,5.2,2.1,0.9,0.4,12.4,19.3,5,81,0.75,5.2,4,20,3,3
"1155",0,0,0,5.7,2.3,0,0.5,12,16.9,4,68,0.55,4.3,2,32,2,2
"1156",0,0,0,5.6,1.8,0,0.4,11.7,16.7,3,0.5,0.49,4.5,2,33,5,1
"1157",0,0,0,6.1,2.8,0,0.5,16.5,22.3,3,39,0.46,5.3,2,37,5,1
"1158",0,0,0,5.9,1.7,0,0.4,12.2,16.5,3,45,0.43,3.9,2,39,4,2
"1159",0,0,0,5.8,1.9,0,0.5,12.5,17,4,43,0.31,4.2,2,37,2,1
"1160",0,0,0,6,1.9,0,0.5,13.5,18.2,4,49,0.36,4.3,3,34,3,1
"1161",0,0,0,6.2,1.5,0,0.4,13.9,18.3,3,43,0.35,4,2,40,2,1
"1162",0,0,0,6.2,1.5,0,0.3,12.7,16.8,1,41,0.26,3.8,1,33,1.6,1
"1163",0,0,0,6,1,0,0.5,8.6,10.9,2,35,0.3,2,1,31,1.9,1
"1164",0,0,0,6.7,1.1,0,0.2,9.5,12.1,2,27,0.26,2.3,1,42,7,1
"1165",0,0,0,6.6,1.2,0,0.3,9.7,12.5,3,41,0.24,2.6,1,42,2,1
"1166",0,0,0,6.3,1.3,0,0.3,11.2,14.5,3,40,0.25,3,1,34,1.4,1
"1167",0.12,0.5,0.38,5.9,1.3,0,0.4,10.6,14.2,3,48,0.41,3.2,2,29,2,1
"1168",0.28,0.46,0.26,6.6,2.4,0,0.4,13.6,18.1,3,44,0.46,4,1,42,5,1
"1169",0.14,0.48,0.38,6.1,1.8,0,0.4,11.8,15.7,3,52,0.41,3.5,1,47,2,1
"1170",0.14,0.68,0.18,6.5,3.1,0,0.7,16.4,21.5,4,52,0.67,4.4,2,86,4,3
"1171",0.06,0.68,0.26,6.3,0.89,0,0.3,10,13.1,3,37,0.31,2.8,2,32,3,1
"1172",0.18,0.58,0.24,6,1.8,0,0.5,14.7,21.3,6,59,0.52,6.1,6,22,9,1
"1173",0.24,0.4,0.36,5.8,1.7,0,0.4,12,18.4,3,36,0.33,6.1,5,10,8,1
"1174",0.22,0.48,0.3,5.6,2.1,0,0.6,13.1,19.6,4,53,0.64,5.9,6,11,8,1
"1175",0.02,0.76,0.22,5.4,2.5,0.3,0.5,13.3,20.4,5,93,0.53,6.3,7,24,7,1
"1176",0.12,0.58,0.3,5.7,2.8,0,0.7,14.4,21.6,5,67,0.56,6.6,5,24,9,2
"1177",0.22,0.54,0.24,5.5,3.3,0,0.7,13.9,20.9,4,56,0.58,6.4,5,20,7,1
"1178",0.2,0.56,0.24,6.1,2.1,0,0.4,12.2,18.6,3,3,0.74,5.7,5,21,5,2
"1179",0.26,0.4,0.34,6.2,3.2,0,0.3,12.6,19.3,4,52,0.48,6.2,5,16,12,2
"1180",0.18,0.38,0.44,5.2,3.4,0.4,0.3,12.4,19.5,9,180,0.79,5.9,6,17,30,2
"1181",0.18,0.36,0.46,5.4,3,0.3,0.3,12,19.4,7,131,0.81,6.3,7,20,18,2
"1182",0.24,0.34,0.42,5.4,2.4,0.3,0.3,12.3,18.3,5,79,0.54,5.2,7,13,12,2
"1183",0.2,0.42,0.38,5.2,2.3,0.5,0.7,11.3,17.4,5,112,0.41,5.2,7,13,11,2
"1184",0.18,0.4,0.42,5.9,1.5,0,0.3,11.6,17.5,3,32,0.34,5.6,6,10,5,2
"1185",0.24,0.28,0.48,5.9,1.4,0,0.3,10.1,16.7,2,30,0.65,5.9,4,12,6,2
"1186",0.24,0.24,0.52,5.9,1.4,0,0.3,13.1,19.6,3,30,0.25,6.2,6,18,7,2
"1187",0.2,0.32,0.48,5.9,1.3,0,0.4,12,17.9,2,23,0.26,5.6,6,8,5,2
"1188",0.14,0.34,0.52,5.8,1.7,0,0.3,12.3,17.5,3,26,0.33,4.9,3,21,6,2
"1189",0.1,0.38,0.52,6.4,2.1,0,0.4,14.5,20.2,4,36,0.45,5.2,3,23,6,2
"1190",0.06,0.2,0.74,6.8,1.5,0,0.4,12.7,17.3,3,41,0.57,4,2,42,5,0.5
"1191",0.06,0.2,0.74,6.8,1.5,0,0.4,12.7,17.3,3,41,0.57,4,2,42,5,0.5
"1192",0.06,0.2,0.74,6.8,1.5,0,0.4,12.7,17.3,3,41,0.57,4,2,42,5,0.5
"1193",0.16,0.4,0.44,6.6,3,0,0.5,15.3,21,4,89,0.85,4.8,3,39,9,2
"1194",0.16,0.4,0.44,6.6,3,0,0.5,15.3,21,4,89,0.85,4.8,3,39,9,2
"1195",0.16,0.4,0.44,6.6,3,0,0.5,15.3,21,4,89,0.85,4.8,3,39,9,2
"1196",0.16,0.4,0.44,6.6,3,0,0.5,15.3,21,4,89,0.85,4.8,3,39,9,2
"1197",0.16,0.4,0.44,6.6,3,0,0.5,15.3,21,4,89,0.85,4.8,3,39,9,2
"1198",0.16,0.4,0.44,6.6,3,0,0.5,15.3,21,4,89,0.85,4.8,3,39,9,2
"1199",0.16,0.4,0.44,6.6,3,0,0.5,15.3,21,4,89,0.85,4.8,3,39,9,2
"1200",0.16,0.4,0.44,6.6,3,0,0.5,15.3,21,4,89,0.85,4.8,3,39,9,2
"1201",0.2,0.28,0.52,6.6,2.1,0,0.4,14.1,20.2,3,53,0.93,5.1,2,41,6,1
"1202",0.2,0.28,0.52,6.6,2.1,0,0.4,14.1,20.2,3,53,0.93,5.1,2,41,6,1
"1203",0.16,0.4,0.44,6.6,3,0,0.5,15.3,21,4,89,0.85,4.8,3,39,9,2
"1204",0.16,0.4,0.44,6.6,3,0,0.5,15.3,21,4,89,0.85,4.8,3,39,9,2
"1205",0.16,0.4,0.44,6.6,3,0,0.5,15.3,21,4,89,0.85,4.8,3,39,9,2
"1206",0.22,0.34,0.44,5.8,2,0,0.7,12.3,18.5,4,57,0.45,5.64,4,41,7,5
"1207",0.22,0.34,0.44,5.8,2,0,0.7,12.3,18.5,4,57,0.45,5.64,4,41,7,5
"1208",0.22,0.34,0.44,5.8,2,0,0.7,12.3,18.5,4,57,0.45,5.64,4,41,7,5
"1209",0.18,0.56,0.26,5.7,2.8,0,0.8,15.8,25.1,7,89,0.72,8.45,5,23,8,3
"1210",0.18,0.56,0.26,5.7,2.8,0,0.8,15.8,25.1,7,89,0.72,8.45,5,23,8,3
"1211",0.18,0.56,0.26,5.7,2.8,0,0.8,15.8,25.1,7,89,0.72,8.45,5,23,8,3
"1212",0.18,0.56,0.26,5.7,2.8,0,0.8,15.8,25.1,7,89,0.72,8.45,5,23,8,3
"1213",0.18,0.56,0.26,5.7,2.8,0,0.8,15.8,25.1,7,89,0.72,8.45,5,23,8,3
"1214",0.18,0.56,0.26,5.7,2.8,0,0.8,15.8,25.1,7,89,0.72,8.45,5,23,8,3
"1215",0.18,0.56,0.26,5.7,2.8,0,0.8,15.8,25.1,7,89,0.72,8.45,5,23,8,3
"1216",0.18,0.56,0.26,5.7,2.8,0,0.8,15.8,25.1,7,89,0.72,8.45,5,23,8,3
"1217",0.18,0.56,0.26,5.7,2.8,0,0.8,15.8,25.1,7,89,0.72,8.45,5,23,8,3
"1218",0.18,0.56,0.26,5.7,2.8,0,0.8,15.8,25.1,7,89,0.72,8.45,5,23,8,3
"1219",0.18,0.56,0.26,5.7,2.8,0,0.8,15.8,25.1,7,89,0.72,8.45,5,23,8,3
"1220",0.28,0.46,0.26,5.5,2.3,0,0.7,15.3,23,8,166,0.73,6.9,8,28,7,3
"1221",0.18,0.5,0.32,5.9,2.5,0,0.6,16.7,25,6,127,0.56,7.5,5,20,6,2
"1222",0.18,0.5,0.32,5.9,2.5,0,0.6,16.7,25,6,127,0.56,7.5,5,20,6,2
"1223",0.34,0.2,0.46,5.6,1.9,0,0.5,11.5,17.4,5,113,0.43,5.3,7,18,5,2
"1224",0.34,0.2,0.46,5.6,1.9,0,0.5,11.5,17.4,5,113,0.43,5.3,7,18,5,2
"1225",0.34,0.2,0.46,5.6,1.9,0,0.5,11.5,17.4,5,113,0.43,5.3,7,18,5,2
"1226",0.28,0.48,0.24,5.7,2.4,0,0.7,16.8,24.7,9,147,0.81,7,7,25,6,3
"1227",0.28,0.48,0.24,5.7,2.4,0,0.7,16.8,24.7,9,147,0.81,7,7,25,6,3
"1228",0.28,0.48,0.24,5.7,2.4,0,0.7,16.8,24.7,9,147,0.81,7,7,25,6,3
"1229",0.28,0.46,0.26,5.5,2.3,0,0.7,15.3,23,8,166,0.73,6.9,8,28,7,3
"1230",0.28,0.46,0.26,5.5,2.3,0,0.7,15.3,23,8,166,0.73,6.9,8,28,7,3
"1231",0.28,0.46,0.26,5.5,2.3,0,0.7,15.3,23,8,166,0.73,6.9,8,28,7,3
"1232",0.28,0.46,0.26,5.5,2.3,0,0.7,15.3,23,8,166,0.73,6.9,8,28,7,3
"1233",0.28,0.46,0.26,5.5,2.3,0,0.7,15.3,23,8,166,0.73,6.9,8,28,7,3
"1234",0.28,0.48,0.24,5.7,2.4,0,0.7,16.8,24.7,9,147,0.81,7,7,25,6,3
"1235",0.28,0.48,0.24,5.7,2.4,0,0.7,16.8,24.7,9,147,0.81,7,7,25,6,3
"1236",0.28,0.48,0.24,5.7,2.4,0,0.7,16.8,24.7,9,147,0.81,7,7,25,6,3
"1237",0.28,0.46,0.26,5.5,2.3,0,0.7,15.3,23,8,166,0.73,6.9,8,28,7,3
"1238",0.18,0.5,0.32,5.9,2.5,0,0.6,16.7,25,6,127,0.56,7.5,5,20,6,2
"1239",0.2,0.44,0.36,5.8,2.3,0,0.7,15.1,22.1,7,143,1.03,5.9,5,23,5,2
"1240",0.2,0.44,0.36,5.8,2.3,0,0.7,15.1,22.1,7,143,1.03,5.9,5,23,5,2
"1241",0.2,0.44,0.36,5.8,2.3,0,0.7,15.1,22.1,7,143,1.03,5.9,5,23,5,2
"1242",0.2,0.44,0.36,5.8,2.3,0,0.7,15.1,22.1,7,143,1.03,5.9,5,23,5,2
"1243",0.2,0.44,0.36,5.8,2.3,0,0.7,15.1,22.1,7,143,1.03,5.9,5,23,5,2
"1244",0.2,0.44,0.36,5.8,2.3,0,0.7,15.1,22.1,7,143,1.03,5.9,5,23,5,2
"1245",0.16,0.44,0.4,5.7,2.3,0,0.7,14.5,21.3,7,171,0.91,5.8,5,26,6,4
"1246",0.16,0.44,0.4,5.7,2.3,0,0.7,14.5,21.3,7,171,0.91,5.8,5,26,6,4
"1247",0.16,0.44,0.4,5.7,2.3,0,0.7,14.5,21.3,7,171,0.91,5.8,5,26,6,4
"1248",0.16,0.44,0.4,5.7,2.3,0,0.7,14.5,21.3,7,171,0.91,5.8,5,26,6,4
"1249",0.16,0.44,0.4,5.7,2.3,0,0.7,14.5,21.3,7,171,0.91,5.8,5,26,6,4
"1250",0.16,0.44,0.4,5.7,2.3,0,0.7,14.5,21.3,7,171,0.91,5.8,5,26,6,4
"1251",0.12,0.52,0.36,6.3,2.4,0,0.7,15.7,22.2,6,93,0.66,5.8,4,31,5,1
"1252",0.12,0.52,0.36,6.3,2.4,0,0.7,15.7,22.2,6,93,0.66,5.8,4,31,5,1
"1253",0.18,0.26,0.56,6.7,2.4,0,0.8,15.9,21.1,5,76,0.57,4.6,3,47,5,4
